Day,Time (PST),Temp,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions
10/27/2017,11:53 AM,   82.9 °F ,   53.1 °F ,36%,   29.94 in ,   10.0 mi ,WSW,   6.9 mph ,Clear
10/27/2017,12:53 PM,   82.9 °F ,   54.0 °F ,37%,   29.91 in ,   10.0 mi ,WSW,   9.2 mph ,Clear
10/27/2017,1:53 PM,   88.0 °F ,   43.0 °F ,21%,   29.87 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
10/27/2017,2:53 PM,   88.0 °F ,   42.1 °F ,20%,   29.85 in ,   10.0 mi ,NW,   9.2 mph ,Clear
10/27/2017,3:53 PM,   86.0 °F ,   39.0 °F ,19%,   29.85 in ,   10.0 mi ,NW,   9.2 mph ,Clear
10/27/2017,4:53 PM,   84.9 °F ,   44.1 °F ,24%,   29.85 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
10/27/2017,5:53 PM,   79.0 °F ,   48.0 °F ,34%,   29.86 in ,   10.0 mi ,NW,   5.8 mph ,Clear
10/27/2017,6:53 PM,   73.9 °F ,   54.0 °F ,50%,   29.87 in ,   10.0 mi ,NW,   6.9 mph ,Clear
10/27/2017,7:53 PM,   71.1 °F ,   59.0 °F ,66%,   29.88 in ,   10.0 mi ,NW,   5.8 mph ,Clear
10/27/2017,8:53 PM,   68.0 °F ,   63.0 °F ,84%,   29.88 in ,   3.0 mi ,NW,   5.8 mph ,Haze
10/27/2017,9:06 PM,   68.0 °F ,   63.0 °F ,84%,   29.89 in ,   2.5 mi ,North,   5.8 mph ,Haze
10/27/2017,9:11 PM,   66.9 °F ,   63.0 °F ,87%,   29.89 in ,   1.2 mi ,NNW,   5.8 mph ,Mostly Cloudy
10/27/2017,9:49 PM,   66.2 °F ,   62.6 °F ,88%,   29.90 in ,   3.0 mi ,Calm,Calm,Haze
10/27/2017,9:53 PM,   66.9 °F ,   62.1 °F ,84%,   29.89 in ,   3.0 mi ,Calm,Calm,Haze
10/27/2017,10:11 PM,   66.9 °F ,   62.1 °F ,84%,   29.90 in ,   2.5 mi ,Calm,Calm,Haze
10/27/2017,10:21 PM,   66.0 °F ,   62.1 °F ,87%,   29.90 in ,   0.8 mi ,Calm,Calm,Mostly Cloudy
10/27/2017,10:27 PM,   66.0 °F ,   62.1 °F ,87%,   29.90 in ,   0.2 mi ,Calm,Calm,Fog
10/27/2017,10:37 PM,   66.0 °F ,   62.1 °F ,87%,   29.90 in ,   0.2 mi ,Calm,Calm,Fog
10/27/2017,10:53 PM,   64.9 °F ,   61.0 °F ,87%,   29.89 in ,   0.2 mi ,Calm,Calm,Fog
10/27/2017,11:10 PM,   66.0 °F ,   62.1 °F ,87%,   29.90 in ,   0.8 mi ,Calm,Calm,Mist
10/27/2017,11:12 PM,   66.0 °F ,   62.1 °F ,87%,   29.90 in ,   1.2 mi ,Calm,Calm,Scattered Clouds
10/27/2017,11:35 PM,   64.9 °F ,   61.0 °F ,87%,   29.90 in ,   3.0 mi ,Calm,Calm,Clear
10/27/2017,11:53 PM,   66.0 °F ,   61.0 °F ,84%,   29.89 in ,   4.0 mi ,West,   3.5 mph ,Haze
10/28/2017,12:42 AM,   64.0 °F ,   59.0 °F ,84%,   29.90 in ,   2.5 mi ,Calm,Calm,Haze
10/28/2017,12:53 AM,   66.0 °F ,   61.0 °F ,84%,   29.89 in ,   2.0 mi ,WSW,   3.5 mph ,Haze
10/28/2017,12:55 AM,   66.0 °F ,   62.1 °F ,87%,   29.90 in ,   0.8 mi ,WSW,   4.6 mph ,Mostly Cloudy
10/28/2017,1:04 AM,   64.9 °F ,   62.1 °F ,90%,   29.90 in ,   0.2 mi ,Calm,Calm,Fog
10/28/2017,1:53 AM,   64.9 °F ,   62.1 °F ,90%,   29.88 in ,   0.2 mi ,Calm,Calm,Fog
10/28/2017,2:53 AM,   64.9 °F ,   61.0 °F ,87%,   29.88 in ,   0.2 mi ,Calm,Calm,Fog
10/28/2017,3:53 AM,   64.0 °F ,   61.0 °F ,90%,   29.88 in ,   0.2 mi ,NNW,   3.5 mph ,Fog
10/28/2017,4:04 AM,   64.0 °F ,   61.0 °F ,90%,   29.89 in ,   0.5 mi ,NW,   4.6 mph ,Fog
10/28/2017,4:24 AM,   64.0 °F ,   61.0 °F ,90%,   29.89 in ,   1.0 mi ,West,   3.5 mph ,Overcast
10/28/2017,4:49 AM,   64.4 °F ,   60.8 °F ,88%,   29.89 in ,   0.5 mi ,Calm,Calm,Fog
10/28/2017,4:53 AM,   64.0 °F ,   61.0 °F ,90%,   29.87 in ,   0.5 mi ,Calm,Calm,Fog
10/28/2017,5:13 AM,   64.0 °F ,   60.1 °F ,87%,   29.89 in ,   1.0 mi ,NE,   3.5 mph ,Mist
10/28/2017,5:29 AM,   64.0 °F ,   60.1 °F ,87%,   29.89 in ,   0.8 mi ,Calm,Calm,Mist
10/28/2017,5:44 AM,   64.0 °F ,   60.1 °F ,87%,   29.89 in ,   1.2 mi ,Calm,Calm,Overcast
10/28/2017,5:53 AM,   64.0 °F ,   60.1 °F ,87%,   29.88 in ,   0.8 mi ,Calm,Calm,Mist
10/28/2017,6:15 AM,   64.0 °F ,   60.1 °F ,87%,   29.90 in ,   1.2 mi ,Calm,Calm,Overcast
10/28/2017,6:33 AM,   63.0 °F ,   60.1 °F ,90%,   29.90 in ,   0.8 mi ,Calm,Calm,Overcast
10/28/2017,6:45 AM,   63.0 °F ,   60.1 °F ,90%,   29.90 in ,   1.0 mi ,Calm,Calm,Overcast
10/28/2017,6:53 AM,   63.0 °F ,   60.1 °F ,90%,   29.89 in ,   0.8 mi ,Calm,Calm,Mist
10/28/2017,7:03 AM,   64.0 °F ,   60.1 °F ,87%,   29.90 in ,   1.5 mi ,Calm,Calm,Overcast
10/28/2017,7:53 AM,   64.0 °F ,   60.1 °F ,87%,   29.90 in ,   1.5 mi ,Calm,Calm,Overcast
10/28/2017,8:53 AM,   63.0 °F ,   59.0 °F ,87%,   29.91 in ,   1.0 mi ,SSE,   3.5 mph ,Overcast
10/28/2017,9:09 AM,   64.0 °F ,   59.0 °F ,84%,   29.92 in ,   2.0 mi ,Calm,Calm,Haze
10/28/2017,9:34 AM,   64.9 °F ,   59.0 °F ,81%,   29.92 in ,   4.0 mi ,South,   3.5 mph ,Haze
10/28/2017,9:44 AM,   66.0 °F ,   57.9 °F ,75%,   29.92 in ,   5.0 mi ,Calm,Calm,Haze
10/28/2017,9:53 AM,   66.9 °F ,   57.9 °F ,73%,   29.91 in ,   5.0 mi ,Calm,Calm,Haze
10/28/2017,10:53 AM,   75.0 °F ,   55.0 °F ,50%,   29.89 in ,   8.0 mi ,Calm,Calm,Clear
10/28/2017,11:53 AM,   78.1 °F ,   59.0 °F ,52%,   29.88 in ,   8.0 mi ,Variable,   5.8 mph ,Clear
10/28/2017,12:53 PM,   78.1 °F ,   60.1 °F ,54%,   29.86 in ,   8.0 mi ,WSW,   8.1 mph ,Clear
10/28/2017,1:53 PM,   81.0 °F ,   60.1 °F ,49%,   29.83 in ,   10.0 mi ,WNW,   6.9 mph ,Clear
10/28/2017,2:53 PM,   79.0 °F ,   61.0 °F ,54%,   29.83 in ,   10.0 mi ,West,   8.1 mph ,Clear
10/28/2017,3:53 PM,   77.0 °F ,   60.1 °F ,56%,   29.83 in ,   10.0 mi ,NW,   6.9 mph ,Clear
10/28/2017,4:53 PM,   73.9 °F ,   60.1 °F ,62%,   29.84 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
10/28/2017,5:53 PM,   69.1 °F ,   61.0 °F ,75%,   29.85 in ,   10.0 mi ,WNW,   6.9 mph ,Clear
10/28/2017,6:53 PM,   68.0 °F ,   61.0 °F ,78%,   29.86 in ,   9.0 mi ,NW,   4.6 mph ,Clear
10/28/2017,7:53 PM,   66.9 °F ,   60.1 °F ,79%,   29.86 in ,   8.0 mi ,West,   3.5 mph ,Clear
10/28/2017,8:09 PM,   66.9 °F ,   60.1 °F ,79%,   29.87 in ,   8.0 mi ,West,   4.6 mph ,Partly Cloudy
10/28/2017,8:53 PM,   66.9 °F ,   60.1 °F ,79%,   29.87 in ,   7.0 mi ,North,   3.5 mph ,Scattered Clouds
10/28/2017,9:20 PM,   66.9 °F ,   61.0 °F ,81%,   29.88 in ,   6.0 mi ,North,   3.5 mph ,Haze
10/28/2017,9:53 PM,   66.9 °F ,   61.0 °F ,81%,   29.88 in ,   5.0 mi ,NNE,   3.5 mph ,Haze
10/28/2017,10:53 PM,   66.0 °F ,   61.0 °F ,84%,   29.88 in ,   5.0 mi ,SSW,   3.5 mph ,Haze
10/28/2017,11:53 PM,   66.0 °F ,   61.0 °F ,84%,   29.88 in ,   4.0 mi ,SSW,   3.5 mph ,Haze
10/29/2017,12:53 AM,   64.9 °F ,   60.1 °F ,84%,   29.88 in ,   4.0 mi ,SE,   3.5 mph ,Haze
10/29/2017,1:53 AM,   66.0 °F ,   60.1 °F ,81%,   29.87 in ,   3.0 mi ,Calm,Calm,Haze
10/29/2017,2:03 AM,   66.0 °F ,   60.1 °F ,81%,   29.88 in ,   4.0 mi ,Calm,Calm,Haze
10/29/2017,2:53 AM,   64.9 °F ,   60.1 °F ,84%,   29.87 in ,   4.0 mi ,WSW,   3.5 mph ,Haze
10/29/2017,3:53 AM,   66.0 °F ,   59.0 °F ,78%,   29.86 in ,   5.0 mi ,NNE,   3.5 mph ,Haze
10/29/2017,4:53 AM,   66.0 °F ,   59.0 °F ,78%,   29.87 in ,   5.0 mi ,South,   3.5 mph ,Haze
10/29/2017,5:53 AM,   64.9 °F ,   57.9 °F ,78%,   29.88 in ,   5.0 mi ,Calm,Calm,Haze
10/29/2017,6:53 AM,   66.0 °F ,   57.9 °F ,75%,   29.87 in ,   5.0 mi ,East,   3.5 mph ,Haze
10/29/2017,7:53 AM,   64.9 °F ,   57.9 °F ,78%,   29.88 in ,   3.0 mi ,Calm,Calm,Haze
10/29/2017,8:53 AM,   66.9 °F ,   57.9 °F ,73%,   29.90 in ,   4.0 mi ,SSE,   3.5 mph ,Haze
10/29/2017,9:53 AM,   69.1 °F ,   57.9 °F ,68%,   29.91 in ,   5.0 mi ,WNW,   4.6 mph ,Haze
10/29/2017,10:53 AM,   71.1 °F ,   57.0 °F ,61%,   29.91 in ,   7.0 mi ,WSW,   6.9 mph ,Mostly Cloudy
10/29/2017,11:14 AM,   71.1 °F ,   57.0 °F ,61%,   29.92 in ,   8.0 mi ,West,   8.1 mph ,Scattered Clouds
10/29/2017,11:53 AM,   72.0 °F ,   57.0 °F ,59%,   29.90 in ,   9.0 mi ,SSW,   6.9 mph ,Clear
10/29/2017,12:53 PM,   73.9 °F ,   57.9 °F ,57%,   29.88 in ,   10.0 mi ,West,   8.1 mph ,Clear
10/29/2017,1:53 PM,   73.0 °F ,   57.0 °F ,57%,   29.87 in ,   10.0 mi ,West,   9.2 mph ,Partly Cloudy
10/29/2017,2:53 PM,   72.0 °F ,   57.0 °F ,59%,   29.86 in ,   10.0 mi ,WSW,   9.2 mph ,Partly Cloudy
10/29/2017,3:53 PM,   71.1 °F ,   57.0 °F ,61%,   29.87 in ,   10.0 mi ,WSW,   9.2 mph ,Partly Cloudy
10/29/2017,4:53 PM,   70.0 °F ,   57.0 °F ,63%,   29.87 in ,   10.0 mi ,WSW,   9.2 mph ,Scattered Clouds
10/29/2017,5:29 PM,   68.0 °F ,   57.0 °F ,68%,   29.87 in ,   10.0 mi ,WSW,   9.2 mph ,Mostly Cloudy
10/29/2017,5:53 PM,   68.0 °F ,   57.0 °F ,68%,   29.87 in ,   10.0 mi ,WSW,   6.9 mph ,Overcast
10/29/2017,6:53 PM,   66.9 °F ,   57.0 °F ,70%,   29.88 in ,   10.0 mi ,SSW,   6.9 mph ,Overcast
10/29/2017,7:53 PM,   66.9 °F ,   55.9 °F ,68%,   29.89 in ,   10.0 mi ,Variable,   5.8 mph ,Overcast
10/29/2017,8:53 PM,   66.0 °F ,   55.9 °F ,70%,   29.90 in ,   10.0 mi ,South,   6.9 mph ,Overcast
10/29/2017,9:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.90 in ,   10.0 mi ,South,   8.1 mph ,Overcast
10/29/2017,10:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.90 in ,   10.0 mi ,South,   8.1 mph ,Overcast
10/29/2017,11:53 PM,   64.9 °F ,   54.0 °F ,68%,   29.90 in ,   10.0 mi ,South,   6.9 mph ,Overcast
10/30/2017,12:53 AM,   66.0 °F ,   54.0 °F ,65%,   29.91 in ,   10.0 mi ,South,   5.8 mph ,Overcast
10/30/2017,1:53 AM,   64.9 °F ,   54.0 °F ,68%,   29.90 in ,   10.0 mi ,South,   6.9 mph ,Overcast
10/30/2017,2:53 AM,   64.9 °F ,   54.0 °F ,68%,   29.89 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
10/30/2017,3:53 AM,   64.9 °F ,   54.0 °F ,68%,   29.88 in ,   10.0 mi ,South,   4.6 mph ,Overcast
10/30/2017,4:53 AM,   64.9 °F ,   54.0 °F ,68%,   29.89 in ,   10.0 mi ,SSE,   5.8 mph ,Overcast
10/30/2017,5:53 AM,   64.9 °F ,   53.1 °F ,65%,   29.89 in ,   10.0 mi ,ESE,   4.6 mph ,Overcast
10/30/2017,6:33 AM,   64.9 °F ,   53.1 °F ,65%,   29.90 in ,   10.0 mi ,ESE,   4.6 mph ,Overcast
10/30/2017,6:53 AM,   64.9 °F ,   53.1 °F ,65%,   29.89 in ,   10.0 mi ,ESE,   5.8 mph ,Overcast
10/30/2017,7:53 AM,   66.0 °F ,   53.1 °F ,63%,   29.90 in ,   10.0 mi ,SE,   5.8 mph ,Overcast
10/30/2017,8:53 AM,   66.0 °F ,   53.1 °F ,63%,   29.91 in ,   10.0 mi ,SSE,   5.8 mph ,Overcast
10/30/2017,9:53 AM,   66.0 °F ,   55.0 °F ,68%,   29.92 in ,   10.0 mi ,SSW,   5.8 mph ,Overcast
10/30/2017,10:53 AM,   66.0 °F ,   55.0 °F ,68%,   29.92 in ,   9.0 mi ,SSW,   8.1 mph ,Light Rain
10/30/2017,11:53 AM,   68.0 °F ,   53.1 °F ,59%,   29.91 in ,   10.0 mi ,South,   9.2 mph ,Overcast
10/30/2017,12:53 PM,   66.9 °F ,   55.0 °F ,66%,   29.89 in ,   10.0 mi ,WSW,   11.5 mph ,Overcast
10/30/2017,1:53 PM,   68.0 °F ,   53.1 °F ,59%,   29.88 in ,   10.0 mi ,WSW,   8.1 mph ,Overcast
10/30/2017,2:53 PM,   69.1 °F ,   52.0 °F ,54%,   29.86 in ,   10.0 mi ,South,   6.9 mph ,Overcast
10/30/2017,3:53 PM,   68.0 °F ,   54.0 °F ,61%,   29.85 in ,   10.0 mi ,WSW,   9.2 mph ,Overcast
10/30/2017,4:00 PM,   68.0 °F ,   53.1 °F ,59%,   29.86 in ,   10.0 mi ,SW,   8.1 mph ,Overcast
10/30/2017,4:53 PM,   68.0 °F ,   53.1 °F ,59%,   29.85 in ,   10.0 mi ,SW,   6.9 mph ,Overcast
10/30/2017,5:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.86 in ,   10.0 mi ,WSW,   5.8 mph ,Overcast
10/30/2017,6:53 PM,   66.0 °F ,   54.0 °F ,65%,   29.86 in ,   10.0 mi ,WSW,   8.1 mph ,Overcast
10/30/2017,7:53 PM,   66.0 °F ,   55.9 °F ,70%,   29.87 in ,   10.0 mi ,West,   3.5 mph ,Overcast
10/30/2017,8:30 PM,   64.9 °F ,   55.0 °F ,70%,   29.88 in ,   10.0 mi ,West,   4.6 mph ,Overcast
10/30/2017,8:43 PM,   64.9 °F ,   55.0 °F ,70%,   29.88 in ,   10.0 mi ,West,   4.6 mph ,Overcast
10/30/2017,8:53 PM,   64.9 °F ,   55.0 °F ,70%,   29.88 in ,   10.0 mi ,West,   3.5 mph ,Overcast
10/30/2017,9:00 PM,   64.9 °F ,   55.0 °F ,70%,   29.89 in ,   10.0 mi ,WSW,   4.6 mph ,Overcast
10/30/2017,9:53 PM,   64.9 °F ,   55.0 °F ,70%,   29.89 in ,   10.0 mi ,WSW,   4.6 mph ,Overcast
10/30/2017,10:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.89 in ,   10.0 mi ,Calm,Calm,Overcast
10/30/2017,11:51 PM,   66.2 °F ,   53.6 °F ,64%,   29.90 in ,   10.0 mi ,South,   4.6 mph ,Overcast
10/30/2017,11:53 PM,   66.0 °F ,   53.1 °F ,63%,   29.90 in ,   10.0 mi ,South,   5.8 mph ,Overcast
10/31/2017,12:10 AM,   66.0 °F ,   52.0 °F ,60%,   29.91 in ,   10.0 mi ,South,   3.5 mph ,Overcast
10/31/2017,12:46 AM,   64.0 °F ,   55.0 °F ,73%,   29.91 in ,   6.0 mi ,SSE,   5.8 mph ,Light Rain
10/31/2017,12:53 AM,   63.0 °F ,   55.9 °F ,78%,   29.90 in ,   6.0 mi ,South,   5.8 mph ,Light Rain
10/31/2017,1:27 AM,   63.0 °F ,   57.0 °F ,81%,   29.91 in ,   10.0 mi ,Calm,Calm,Overcast
10/31/2017,1:53 AM,   63.0 °F ,   57.0 °F ,81%,   29.90 in ,   10.0 mi ,Calm,Calm,Overcast
10/31/2017,2:26 AM,   63.0 °F ,   57.0 °F ,81%,   29.91 in ,   10.0 mi ,Calm,Calm,Overcast
10/31/2017,2:42 AM,   64.0 °F ,   55.9 °F ,75%,   29.91 in ,   10.0 mi ,Calm,Calm,Overcast
10/31/2017,2:53 AM,   64.0 °F ,   57.0 °F ,78%,   29.90 in ,   9.0 mi ,ESE,   3.5 mph ,Overcast
10/31/2017,3:53 AM,   64.0 °F ,   55.9 °F ,75%,   29.89 in ,   10.0 mi ,SE,   3.5 mph ,Overcast
10/31/2017,4:07 AM,   64.0 °F ,   55.9 °F ,75%,   29.91 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
10/31/2017,4:26 AM,   64.0 °F ,   57.0 °F ,78%,   29.91 in ,   10.0 mi ,SE,   3.5 mph ,Overcast
10/31/2017,4:53 AM,   64.0 °F ,   55.9 °F ,75%,   29.90 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
10/31/2017,5:53 AM,   64.0 °F ,   55.0 °F ,73%,   29.91 in ,   10.0 mi ,ESE,   4.6 mph ,Overcast
10/31/2017,6:53 AM,   64.0 °F ,   54.0 °F ,70%,   29.91 in ,   10.0 mi ,SE,   3.5 mph ,Overcast
10/31/2017,7:53 AM,   64.9 °F ,   54.0 °F ,68%,   29.94 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
10/31/2017,8:53 AM,   66.0 °F ,   54.0 °F ,65%,   29.95 in ,   10.0 mi ,SSE,   6.9 mph ,Overcast
10/31/2017,9:37 AM,   66.0 °F ,   54.0 °F ,65%,   29.96 in ,   10.0 mi ,South,   4.6 mph ,Overcast
10/31/2017,9:53 AM,   66.0 °F ,   55.0 °F ,68%,   29.95 in ,   10.0 mi ,SSW,   5.8 mph ,Overcast
10/31/2017,10:53 AM,   66.9 °F ,   55.0 °F ,66%,   29.95 in ,   10.0 mi ,SSW,   6.9 mph ,Overcast
10/31/2017,11:05 AM,   66.9 °F ,   55.0 °F ,66%,   29.96 in ,   10.0 mi ,Variable,   5.8 mph ,Overcast
10/31/2017,11:53 AM,   68.0 °F ,   55.0 °F ,63%,   29.94 in ,   10.0 mi ,WSW,   5.8 mph ,Overcast
10/31/2017,12:35 PM,   68.0 °F ,   54.0 °F ,61%,   29.94 in ,   10.0 mi ,SW,   6.9 mph ,Overcast
10/31/2017,12:48 PM,   68.0 °F ,   55.4 °F ,64%,   29.93 in ,   10.0 mi ,West,   6.9 mph ,Overcast
10/31/2017,12:53 PM,   68.0 °F ,   55.0 °F ,63%,   29.92 in ,   10.0 mi ,WSW,   8.1 mph ,Overcast
10/31/2017,1:53 PM,   69.1 °F ,   55.0 °F ,61%,   29.90 in ,   10.0 mi ,WSW,   5.8 mph ,Overcast
10/31/2017,2:00 PM,   68.0 °F ,   55.0 °F ,63%,   29.91 in ,   10.0 mi ,WSW,   6.9 mph ,Overcast
10/31/2017,2:53 PM,   70.0 °F ,   54.0 °F ,57%,   29.89 in ,   10.0 mi ,West,   6.9 mph ,Overcast
10/31/2017,3:53 PM,   70.0 °F ,   54.0 °F ,57%,   29.88 in ,   10.0 mi ,West,   6.9 mph ,Overcast
10/31/2017,4:53 PM,   69.1 °F ,   53.1 °F ,57%,   29.88 in ,   10.0 mi ,West,   6.9 mph ,Mostly Cloudy
10/31/2017,5:53 PM,   66.9 °F ,   55.0 °F ,66%,   29.88 in ,   10.0 mi ,WSW,   5.8 mph ,Scattered Clouds
10/31/2017,6:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.90 in ,   10.0 mi ,WSW,   4.6 mph ,Scattered Clouds
10/31/2017,7:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.91 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
10/31/2017,8:53 PM,   66.0 °F ,   55.9 °F ,70%,   29.92 in ,   10.0 mi ,SW,   3.5 mph ,Overcast
10/31/2017,9:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.94 in ,   10.0 mi ,Calm,Calm,Overcast
10/31/2017,10:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.95 in ,   10.0 mi ,SSW,   4.6 mph ,Overcast
10/31/2017,11:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.95 in ,   10.0 mi ,Calm,Calm,Overcast
11/1/2017,12:29 AM,   66.0 °F ,   55.0 °F ,68%,   29.95 in ,   10.0 mi ,SSE,   3.5 mph ,Overcast
11/1/2017,12:53 AM,   66.0 °F ,   55.0 °F ,68%,   29.94 in ,   10.0 mi ,South,   3.5 mph ,Overcast
11/1/2017,1:53 AM,   66.0 °F ,   55.0 °F ,68%,   29.94 in ,   10.0 mi ,SSE,   3.5 mph ,Overcast
11/1/2017,2:07 AM,   66.0 °F ,   55.0 °F ,68%,   29.95 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
11/1/2017,2:53 AM,   66.0 °F ,   55.0 °F ,68%,   29.94 in ,   10.0 mi ,Calm,Calm,Overcast
11/1/2017,3:46 AM,   66.0 °F ,   55.0 °F ,68%,   29.94 in ,   10.0 mi ,Calm,Calm,Overcast
11/1/2017,3:53 AM,   66.0 °F ,   55.0 °F ,68%,   29.93 in ,   10.0 mi ,Calm,Calm,Overcast
11/1/2017,4:22 AM,   64.9 °F ,   55.0 °F ,70%,   29.93 in ,   10.0 mi ,Calm,Calm,Overcast
11/1/2017,4:53 AM,   64.9 °F ,   55.0 °F ,70%,   29.92 in ,   10.0 mi ,Calm,Calm,Overcast
11/1/2017,5:53 AM,   64.9 °F ,   55.0 °F ,70%,   29.92 in ,   10.0 mi ,ESE,   4.6 mph ,Overcast
11/1/2017,6:53 AM,   64.9 °F ,   54.0 °F ,68%,   29.93 in ,   10.0 mi ,Calm,Calm,Overcast
11/1/2017,7:53 AM,   66.0 °F ,   54.0 °F ,65%,   29.94 in ,   10.0 mi ,ESE,   3.5 mph ,Overcast
11/1/2017,8:53 AM,   66.9 °F ,   54.0 °F ,63%,   29.95 in ,   10.0 mi ,SE,   3.5 mph ,Overcast
11/1/2017,9:53 AM,   68.0 °F ,   54.0 °F ,61%,   29.96 in ,   10.0 mi ,SSW,   4.6 mph ,Overcast
11/1/2017,10:53 AM,   69.1 °F ,   53.1 °F ,57%,   29.96 in ,   10.0 mi ,WSW,   4.6 mph ,Overcast
11/1/2017,11:53 AM,   70.0 °F ,   55.0 °F ,59%,   29.96 in ,   10.0 mi ,WSW,   9.2 mph ,Overcast
11/1/2017,12:53 PM,   71.1 °F ,   53.1 °F ,53%,   29.93 in ,   10.0 mi ,SW,   9.2 mph ,Overcast
11/1/2017,1:53 PM,   70.0 °F ,   51.1 °F ,51%,   29.92 in ,   10.0 mi ,WSW,   11.5 mph ,Overcast
11/1/2017,2:00 PM,   70.0 °F ,   51.1 °F ,51%,   29.93 in ,   10.0 mi ,West,   9.2 mph ,Overcast
11/1/2017,2:53 PM,   70.0 °F ,   52.0 °F ,53%,   29.92 in ,   10.0 mi ,WSW,   9.2 mph ,Overcast
11/1/2017,3:53 PM,   70.0 °F ,   53.1 °F ,55%,   29.92 in ,   10.0 mi ,SW,   6.9 mph ,Overcast
11/1/2017,4:53 PM,   69.1 °F ,   54.0 °F ,58%,   29.92 in ,   10.0 mi ,West,   9.2 mph ,Overcast
11/1/2017,5:53 PM,   66.9 °F ,   54.0 °F ,63%,   29.94 in ,   10.0 mi ,West,   6.9 mph ,Overcast
11/1/2017,6:53 PM,   66.9 °F ,   54.0 °F ,63%,   29.95 in ,   10.0 mi ,WSW,   5.8 mph ,Overcast
11/1/2017,7:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.96 in ,   10.0 mi ,WSW,   5.8 mph ,Overcast
11/1/2017,8:53 PM,   66.0 °F ,   55.0 °F ,68%,   29.98 in ,   10.0 mi ,WSW,   4.6 mph ,Overcast
11/1/2017,9:53 PM,   66.0 °F ,   54.0 °F ,65%,   29.99 in ,   10.0 mi ,SSW,   3.5 mph ,Overcast
11/1/2017,10:53 PM,   66.0 °F ,   54.0 °F ,65%,   29.99 in ,   10.0 mi ,SW,   3.5 mph ,Overcast
11/1/2017,11:53 PM,   66.0 °F ,   54.0 °F ,65%,   29.99 in ,   10.0 mi ,Calm,Calm,Overcast
11/2/2017,12:53 AM,   64.9 °F ,   55.0 °F ,70%,   30.00 in ,   7.0 mi ,South,   5.8 mph ,Light Rain
11/2/2017,1:15 AM,   64.0 °F ,   55.9 °F ,75%,   30.01 in ,   10.0 mi ,Calm,Calm,Light Rain
11/2/2017,1:53 AM,   64.9 °F ,   57.0 °F ,75%,   30.00 in ,   10.0 mi ,Calm,Calm,Overcast
11/2/2017,2:53 AM,   64.9 °F ,   55.9 °F ,73%,   30.00 in ,   10.0 mi ,Calm,Calm,Overcast
11/2/2017,3:41 AM,   64.9 °F ,   57.0 °F ,75%,   30.00 in ,   10.0 mi ,Calm,Calm,Overcast
11/2/2017,3:53 AM,   64.9 °F ,   55.9 °F ,73%,   29.99 in ,   10.0 mi ,Calm,Calm,Overcast
11/2/2017,4:53 AM,   64.9 °F ,   55.9 °F ,73%,   29.99 in ,   10.0 mi ,Calm,Calm,Overcast
11/2/2017,5:53 AM,   64.0 °F ,   55.9 °F ,75%,   30.00 in ,   10.0 mi ,SSE,   3.5 mph ,Mostly Cloudy
11/2/2017,6:53 AM,   64.0 °F ,   53.1 °F ,67%,   30.01 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
11/2/2017,7:53 AM,   64.9 °F ,   52.0 °F ,63%,   30.03 in ,   10.0 mi ,South,   3.5 mph ,Overcast
11/2/2017,8:53 AM,   66.0 °F ,   51.1 °F ,59%,   30.04 in ,   10.0 mi ,SSE,   4.6 mph ,Overcast
11/2/2017,9:53 AM,   68.0 °F ,   51.1 °F ,55%,   30.06 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
11/2/2017,10:53 AM,   68.0 °F ,   51.1 °F ,55%,   30.07 in ,   10.0 mi ,WSW,   5.8 mph ,Overcast
11/2/2017,11:53 AM,   71.1 °F ,   46.9 °F ,42%,   30.07 in ,   9.0 mi ,SSW,   10.4 mph ,Mostly Cloudy
11/2/2017,12:53 PM,   73.0 °F ,   46.0 °F ,38%,   30.05 in ,   10.0 mi ,WSW,   8.1 mph ,Overcast
11/2/2017,1:53 PM,   72.0 °F ,   44.1 °F ,37%,   30.04 in ,   10.0 mi ,Variable,   6.9 mph ,Mostly Cloudy
11/2/2017,2:53 PM,   71.1 °F ,   48.9 °F ,45%,   30.04 in ,   10.0 mi ,WSW,   11.5 mph ,Clear
