Day,Time (PST),Temp,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions
2/3/2018,5:53 PM,   66.9 °F ,   37.0 °F ,33%,   30.03 in ,   6.0 mi ,NW,   4.6 mph ,Haze
2/3/2018,6:53 PM,   64.9 °F ,   41.0 °F ,42%,   30.04 in ,   6.0 mi ,NW,   4.6 mph ,Haze
2/3/2018,7:53 PM,   63.0 °F ,   41.0 °F ,45%,   30.04 in ,   6.0 mi ,Calm,Calm,Haze
2/3/2018,8:53 PM,   59.0 °F ,   39.9 °F ,49%,   30.04 in ,   7.0 mi ,Calm,Calm,Haze
2/3/2018,9:53 PM,   57.0 °F ,   39.9 °F ,53%,   30.05 in ,   7.0 mi ,Calm,Calm,Haze
2/3/2018,10:53 PM,   59.0 °F ,   37.0 °F ,44%,   30.04 in ,   8.0 mi ,Calm,Calm,Haze
2/3/2018,11:53 PM,   55.0 °F ,   37.0 °F ,51%,   30.04 in ,   9.0 mi ,Calm,Calm,Haze
2/4/2018,12:53 AM,   53.1 °F ,   36.0 °F ,52%,   30.03 in ,   9.0 mi ,Calm,Calm,Haze
2/4/2018,1:53 AM,   55.0 °F ,   36.0 °F ,49%,   30.04 in ,   9.0 mi ,Calm,Calm,Haze
2/4/2018,2:53 AM,   52.0 °F ,   36.0 °F ,54%,   30.03 in ,   9.0 mi ,Calm,Calm,Haze
2/4/2018,3:53 AM,   52.0 °F ,   36.0 °F ,54%,   30.04 in ,   10.0 mi ,ESE,   3.5 mph ,Haze
2/4/2018,4:53 AM,   52.0 °F ,   36.0 °F ,54%,   30.04 in ,   10.0 mi ,Calm,Calm,Haze
2/4/2018,5:53 AM,   51.1 °F ,   37.0 °F ,59%,   30.05 in ,   10.0 mi ,Calm,Calm,Clear
2/4/2018,6:53 AM,   51.1 °F ,   37.0 °F ,59%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
2/4/2018,7:53 AM,   59.0 °F ,   37.9 °F ,46%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
2/4/2018,8:53 AM,   66.9 °F ,   37.0 °F ,33%,   30.07 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/4/2018,9:53 AM,   73.9 °F ,   35.1 °F ,24%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
2/4/2018,10:53 AM,   79.0 °F ,   33.1 °F ,19%,   30.04 in ,   10.0 mi ,Calm,Calm,Clear
2/4/2018,11:53 AM,   82.0 °F ,   33.1 °F ,17%,   30.02 in ,   10.0 mi ,Variable,   3.5 mph ,Clear
2/4/2018,12:53 PM,   80.1 °F ,   39.9 °F ,24%,   29.99 in ,   10.0 mi ,West,   8.1 mph ,Clear
2/4/2018,1:53 PM,   80.1 °F ,   41.0 °F ,25%,   29.97 in ,   10.0 mi ,West,   6.9 mph ,Clear
2/4/2018,2:53 PM,   80.1 °F ,   39.9 °F ,24%,   29.96 in ,   10.0 mi ,WSW,   5.8 mph ,Clear
2/4/2018,3:53 PM,   77.0 °F ,   42.1 °F ,29%,   29.96 in ,   10.0 mi ,NW,   8.1 mph ,Clear
2/4/2018,4:53 PM,   71.1 °F ,   41.0 °F ,34%,   29.97 in ,   10.0 mi ,NNW,   6.9 mph ,Clear
2/4/2018,5:53 PM,   66.0 °F ,   43.0 °F ,43%,   29.99 in ,   10.0 mi ,NNW,   4.6 mph ,Clear
2/4/2018,6:53 PM,   63.0 °F ,   46.0 °F ,54%,   30.01 in ,   10.0 mi ,Calm,Calm,Clear
2/4/2018,7:53 PM,   63.0 °F ,   48.9 °F ,60%,   30.03 in ,   10.0 mi ,Calm,Calm,Clear
2/4/2018,8:53 PM,   61.0 °F ,   50.0 °F ,67%,   30.03 in ,   10.0 mi ,Calm,Calm,Clear
2/4/2018,9:53 PM,   60.1 °F ,   46.0 °F ,60%,   30.02 in ,   10.0 mi ,NNW,   3.5 mph ,Clear
2/4/2018,10:53 PM,   55.9 °F ,   45.0 °F ,67%,   30.01 in ,   10.0 mi ,Calm,Calm,Clear
2/4/2018,11:53 PM,   55.9 °F ,   45.0 °F ,67%,   30.00 in ,   10.0 mi ,Calm,Calm,Clear
2/5/2018,12:53 AM,   54.0 °F ,   44.1 °F ,69%,   30.00 in ,   9.0 mi ,Calm,Calm,Clear
2/5/2018,1:53 AM,   55.0 °F ,   44.1 °F ,67%,   29.98 in ,   10.0 mi ,NNE,   3.5 mph ,Clear
2/5/2018,2:06 AM,   55.0 °F ,   50.0 °F ,83%,   29.98 in ,   1.0 mi ,NW,   3.5 mph ,Haze
2/5/2018,2:11 AM,   55.0 °F ,   53.1 °F ,93%,   29.98 in ,   0.2 mi ,NW,   4.6 mph ,Fog
2/5/2018,2:24 AM,   54.0 °F ,   53.1 °F ,97%,   29.98 in ,   1.0 mi ,NW,   3.5 mph ,Mist
2/5/2018,2:26 AM,   54.0 °F ,   53.1 °F ,97%,   29.98 in ,   2.0 mi ,Calm,Calm,Partly Cloudy
2/5/2018,2:34 AM,   53.1 °F ,   51.1 °F ,93%,   29.98 in ,   0.8 mi ,WNW,   3.5 mph ,Mist
2/5/2018,2:37 AM,   53.1 °F ,   51.1 °F ,93%,   29.98 in ,   0.2 mi ,WNW,   4.6 mph ,Fog
2/5/2018,2:53 AM,   53.1 °F ,   53.1 °F ,100%,   29.97 in ,   0.2 mi ,Calm,Calm,Fog
2/5/2018,3:02 AM,   52.0 °F ,   52.0 °F ,100%,   29.98 in ,   0.5 mi ,NW,   3.5 mph ,Fog
2/5/2018,3:12 AM,   53.1 °F ,   52.0 °F ,96%,   29.98 in ,   1.5 mi ,Calm,Calm,Mostly Cloudy
2/5/2018,3:16 AM,   52.0 °F ,   51.1 °F ,97%,   29.98 in ,   3.0 mi ,Calm,Calm,Mostly Cloudy
2/5/2018,3:23 AM,   53.1 °F ,   51.1 °F ,93%,   29.98 in ,   4.0 mi ,Calm,Calm,Scattered Clouds
2/5/2018,3:53 AM,   52.0 °F ,   48.0 °F ,86%,   29.96 in ,   7.0 mi ,Calm,Calm,Clear
2/5/2018,4:53 AM,   54.0 °F ,   43.0 °F ,66%,   29.96 in ,   10.0 mi ,Calm,Calm,Clear
2/5/2018,5:53 AM,   50.0 °F ,   44.1 °F ,80%,   29.98 in ,   8.0 mi ,ESE,   3.5 mph ,Clear
2/5/2018,6:53 AM,   51.1 °F ,   43.0 °F ,74%,   29.99 in ,   8.0 mi ,Calm,Calm,Clear
2/5/2018,7:53 AM,   55.9 °F ,   41.0 °F ,57%,   30.00 in ,   10.0 mi ,SE,   4.6 mph ,Clear
2/5/2018,8:53 AM,   63.0 °F ,   36.0 °F ,37%,   29.99 in ,   10.0 mi ,SE,   6.9 mph ,Clear
2/5/2018,9:53 AM,   68.0 °F ,   37.9 °F ,33%,   29.99 in ,   10.0 mi ,Calm,Calm,Clear
2/5/2018,10:53 AM,   72.0 °F ,   39.0 °F ,30%,   29.98 in ,   10.0 mi ,South,   3.5 mph ,Clear
2/5/2018,11:53 AM,   66.9 °F ,   53.1 °F ,61%,   29.99 in ,   5.0 mi ,West,   10.4 mph ,Haze
2/5/2018,12:53 PM,   68.0 °F ,   52.0 °F ,56%,   29.96 in ,   6.0 mi ,SSW,   5.8 mph ,Haze
2/5/2018,1:53 PM,   69.1 °F ,   48.9 °F ,49%,   29.93 in ,   10.0 mi ,South,   4.6 mph ,Clear
2/5/2018,2:53 PM,   71.1 °F ,   52.0 °F ,51%,   29.91 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
2/5/2018,3:53 PM,   70.0 °F ,   54.0 °F ,57%,   29.91 in ,   10.0 mi ,West,   5.8 mph ,Clear
2/5/2018,4:53 PM,   68.0 °F ,   54.0 °F ,61%,   29.90 in ,   10.0 mi ,South,   6.9 mph ,Clear
2/5/2018,5:53 PM,   64.9 °F ,   54.0 °F ,68%,   29.91 in ,   10.0 mi ,Calm,Calm,Clear
2/5/2018,6:53 PM,   63.0 °F ,   55.0 °F ,75%,   29.92 in ,   10.0 mi ,WSW,   4.6 mph ,Clear
2/5/2018,7:39 PM,   57.9 °F ,   54.0 °F ,87%,   29.95 in ,   8.0 mi ,NNW,   8.1 mph ,Mostly Cloudy
2/5/2018,7:47 PM,   57.2 °F ,   55.4 °F ,94%,   29.95 in ,   2.5 mi ,NW,   6.9 mph ,Overcast
2/5/2018,7:53 PM,   57.0 °F ,   55.9 °F ,96%,   29.94 in ,   1.0 mi ,NNW,   6.9 mph ,Overcast
2/5/2018,8:00 PM,   57.0 °F ,   55.9 °F ,96%,   29.94 in ,   0.5 mi ,NNW,   6.9 mph ,Fog
2/5/2018,8:14 PM,   57.0 °F ,   55.9 °F ,96%,   29.95 in ,   0.2 mi ,NW,   5.8 mph ,Fog
2/5/2018,8:41 PM,   57.0 °F ,   55.9 °F ,96%,   29.96 in ,   2.0 mi ,NNW,   5.8 mph ,Overcast
2/5/2018,8:53 PM,   57.0 °F ,   55.9 °F ,96%,   29.97 in ,   2.5 mi ,NW,   6.9 mph ,Overcast
2/5/2018,9:04 PM,   57.0 °F ,   55.9 °F ,96%,   29.97 in ,   3.0 mi ,NNW,   4.6 mph ,Overcast
2/5/2018,9:53 PM,   57.0 °F ,   55.0 °F ,93%,   29.96 in ,   2.5 mi ,SSE,   3.5 mph ,Overcast
2/5/2018,10:02 PM,   57.0 °F ,   55.0 °F ,93%,   29.97 in ,   1.8 mi ,SSE,   3.5 mph ,Overcast
2/5/2018,10:20 PM,   55.9 °F ,   55.0 °F ,97%,   29.98 in ,   0.8 mi ,South,   5.8 mph ,Overcast
2/5/2018,10:49 PM,   55.4 °F ,   55.4 °F ,100%,   29.98 in ,   1.2 mi ,South,   5.8 mph ,Overcast
2/5/2018,10:53 PM,   55.9 °F ,   55.0 °F ,97%,   29.97 in ,   1.2 mi ,Variable,   3.5 mph ,Overcast
2/5/2018,11:11 PM,   57.0 °F ,   55.0 °F ,93%,   29.97 in ,   2.5 mi ,SSE,   6.9 mph ,Overcast
2/5/2018,11:38 PM,   57.0 °F ,   55.0 °F ,93%,   29.97 in ,   3.0 mi ,ESE,   4.6 mph ,Overcast
2/5/2018,11:53 PM,   57.0 °F ,   55.0 °F ,93%,   29.96 in ,   3.0 mi ,ESE,   3.5 mph ,Overcast
2/6/2018,12:53 AM,   55.9 °F ,   54.0 °F ,93%,   29.96 in ,   3.0 mi ,South,   3.5 mph ,Overcast
2/6/2018,1:33 AM,   55.9 °F ,   54.0 °F ,93%,   29.95 in ,   3.0 mi ,SSW,   3.5 mph ,Overcast
2/6/2018,1:53 AM,   55.9 °F ,   54.0 °F ,93%,   29.94 in ,   3.0 mi ,South,   4.6 mph ,Overcast
2/6/2018,2:53 AM,   55.9 °F ,   53.1 °F ,90%,   29.95 in ,   3.0 mi ,South,   3.5 mph ,Overcast
2/6/2018,3:43 AM,   55.9 °F ,   53.1 °F ,90%,   29.96 in ,   2.5 mi ,SE,   5.8 mph ,Overcast
2/6/2018,3:53 AM,   55.9 °F ,   53.1 °F ,90%,   29.96 in ,   2.5 mi ,SSE,   5.8 mph ,Overcast
2/6/2018,4:16 AM,   55.9 °F ,   53.1 °F ,90%,   29.97 in ,   3.0 mi ,South,   4.6 mph ,Overcast
2/6/2018,4:53 AM,   55.9 °F ,   53.1 °F ,90%,   29.97 in ,   4.0 mi ,Calm,Calm,Overcast
2/6/2018,5:53 AM,   55.9 °F ,   52.0 °F ,87%,   29.98 in ,   5.0 mi ,East,   3.5 mph ,Overcast
2/6/2018,6:53 AM,   55.0 °F ,   51.1 °F ,86%,   29.98 in ,   2.5 mi ,ESE,   5.8 mph ,Overcast
2/6/2018,7:31 AM,   55.0 °F ,   51.1 °F ,86%,   30.01 in ,   2.0 mi ,NNE,   3.5 mph ,Partly Cloudy
2/6/2018,7:53 AM,   54.0 °F ,   50.0 °F ,86%,   30.00 in ,   2.0 mi ,ENE,   4.6 mph ,Partly Cloudy
2/6/2018,8:53 AM,   57.0 °F ,   51.1 °F ,81%,   30.01 in ,   2.5 mi ,Calm,Calm,Haze
2/6/2018,9:03 AM,   59.0 °F ,   51.1 °F ,75%,   30.01 in ,   2.5 mi ,Calm,Calm,Haze
2/6/2018,9:27 AM,   61.0 °F ,   50.0 °F ,67%,   30.02 in ,   3.0 mi ,Calm,Calm,Haze
2/6/2018,9:53 AM,   63.0 °F ,   48.0 °F ,58%,   30.01 in ,   5.0 mi ,Calm,Calm,Haze
2/6/2018,10:53 AM,   66.0 °F ,   51.1 °F ,59%,   30.02 in ,   5.0 mi ,West,   9.2 mph ,Haze
2/6/2018,11:53 AM,   66.0 °F ,   52.0 °F ,60%,   30.02 in ,   6.0 mi ,West,   8.1 mph ,Haze
2/6/2018,12:53 PM,   66.9 °F ,   52.0 °F ,59%,   29.99 in ,   6.0 mi ,WSW,   5.8 mph ,Haze
2/6/2018,1:53 PM,   66.0 °F ,   52.0 °F ,60%,   29.98 in ,   7.0 mi ,SW,   5.8 mph ,Clear
2/6/2018,2:53 PM,   66.9 °F ,   52.0 °F ,59%,   29.98 in ,   10.0 mi ,WSW,   5.8 mph ,Clear
2/6/2018,3:53 PM,   64.9 °F ,   52.0 °F ,63%,   29.99 in ,   10.0 mi ,WSW,   5.8 mph ,Clear
2/6/2018,4:53 PM,   62.1 °F ,   52.0 °F ,70%,   30.00 in ,   10.0 mi ,West,   4.6 mph ,Clear
2/6/2018,5:53 PM,   59.0 °F ,   53.1 °F ,81%,   30.02 in ,   10.0 mi ,West,   5.8 mph ,Clear
2/6/2018,6:53 PM,   57.9 °F ,   52.0 °F ,81%,   30.05 in ,   10.0 mi ,NNW,   4.6 mph ,Clear
2/6/2018,7:53 PM,   57.0 °F ,   53.1 °F ,87%,   30.06 in ,   8.0 mi ,North,   4.6 mph ,Clear
2/6/2018,8:53 PM,   57.0 °F ,   52.0 °F ,83%,   30.07 in ,   7.0 mi ,North,   4.6 mph ,Clear
2/6/2018,9:53 PM,   55.9 °F ,   53.1 °F ,90%,   30.08 in ,   6.0 mi ,North,   4.6 mph ,Clear
2/6/2018,10:53 PM,   55.0 °F ,   52.0 °F ,89%,   30.10 in ,   6.0 mi ,NNW,   3.5 mph ,Clear
2/6/2018,11:53 PM,   53.1 °F ,   51.1 °F ,93%,   30.12 in ,   6.0 mi ,Calm,Calm,Clear
2/7/2018,12:53 AM,   51.1 °F ,   48.0 °F ,89%,   30.13 in ,   3.0 mi ,ESE,   3.5 mph ,Clear
2/7/2018,1:27 AM,   50.0 °F ,   48.9 °F ,96%,   30.13 in ,   2.5 mi ,Calm,Calm,Clear
2/7/2018,1:47 AM,   48.2 °F ,   46.4 °F ,93%,   30.14 in ,   0.8 mi ,Calm,Calm,Clear
2/7/2018,1:53 AM,   48.9 °F ,   46.9 °F ,93%,   30.13 in ,   0.8 mi ,Calm,Calm,Clear
2/7/2018,2:01 AM,   48.0 °F ,   46.0 °F ,93%,   30.14 in ,   2.0 mi ,East,   3.5 mph ,Clear
2/7/2018,2:20 AM,   51.1 °F ,   48.0 °F ,89%,   30.14 in ,   4.0 mi ,Calm,Calm,Clear
2/7/2018,2:53 AM,   51.1 °F ,   48.9 °F ,92%,   30.14 in ,   4.0 mi ,Calm,Calm,Partly Cloudy
2/7/2018,3:20 AM,   52.0 °F ,   50.0 °F ,93%,   30.16 in ,   4.0 mi ,Calm,Calm,Mostly Cloudy
2/7/2018,3:37 AM,   53.1 °F ,   51.1 °F ,93%,   30.16 in ,   1.8 mi ,North,   5.8 mph ,Overcast
2/7/2018,3:44 AM,   54.0 °F ,   53.1 °F ,97%,   30.16 in ,   0.2 mi ,North,   3.5 mph ,Fog
2/7/2018,3:53 AM,   54.0 °F ,   54.0 °F ,100%,   30.15 in ,   0.2 mi ,North,   4.6 mph ,Fog
2/7/2018,4:53 AM,   54.0 °F ,   53.1 °F ,97%,   30.16 in ,   0.2 mi ,Calm,Calm,Fog
2/7/2018,5:53 AM,   53.1 °F ,   53.1 °F ,100%,   30.17 in ,   0.2 mi ,North,   6.9 mph ,Fog
2/7/2018,6:53 AM,   52.0 °F ,   52.0 °F ,100%,   30.17 in ,   0.2 mi ,North,   4.6 mph ,Fog
2/7/2018,7:35 AM,   53.1 °F ,   52.0 °F ,96%,   30.18 in ,   1.2 mi ,North,   3.5 mph ,Mostly Cloudy
2/7/2018,7:38 AM,   53.1 °F ,   52.0 °F ,96%,   30.18 in ,   7.0 mi ,North,   5.8 mph ,Clear
2/7/2018,7:53 AM,   54.0 °F ,   52.0 °F ,93%,   30.18 in ,   7.0 mi ,NNE,   3.5 mph ,Clear
2/7/2018,8:53 AM,   63.0 °F ,   52.0 °F ,67%,   30.19 in ,   10.0 mi ,Calm,Calm,Clear
2/7/2018,9:53 AM,   75.0 °F ,   34.0 °F ,22%,   30.19 in ,   10.0 mi ,Calm,Calm,Clear
2/7/2018,11:53 AM,   81.0 °F ,   21.0 °F ,11%,   30.16 in ,   10.0 mi ,Calm,Calm,Clear
2/7/2018,12:53 PM,   82.9 °F ,   28.9 °F ,14%,   30.12 in ,   10.0 mi ,West,   9.2 mph ,Clear
2/7/2018,1:53 PM,   80.1 °F ,   30.0 °F ,16%,   30.11 in ,   10.0 mi ,WNW,   12.7 mph ,Clear
2/7/2018,2:53 PM,   77.0 °F ,   35.1 °F ,22%,   30.10 in ,   10.0 mi ,WNW,   11.5 mph ,Clear
2/7/2018,3:53 PM,   73.0 °F ,   39.9 °F ,30%,   30.10 in ,   10.0 mi ,NNW,   12.7 mph ,Clear
2/7/2018,4:53 PM,   72.0 °F ,   35.1 °F ,26%,   30.11 in ,   10.0 mi ,NNW,   12.7 mph ,Clear
2/7/2018,5:53 PM,   69.1 °F ,   39.0 °F ,33%,   30.12 in ,   10.0 mi ,NW,   6.9 mph ,Clear
2/7/2018,6:53 PM,   66.9 °F ,   37.9 °F ,34%,   30.14 in ,   10.0 mi ,NNW,   3.5 mph ,Clear
2/7/2018,7:53 PM,   64.0 °F ,   33.1 °F ,31%,   30.15 in ,   10.0 mi ,NNE,   4.6 mph ,Clear
2/7/2018,8:53 PM,   63.0 °F ,   30.9 °F ,30%,   30.16 in ,   10.0 mi ,Calm,Calm,Clear
2/7/2018,9:53 PM,   57.0 °F ,   33.1 °F ,40%,   30.15 in ,   10.0 mi ,East,   4.6 mph ,Clear
2/7/2018,10:53 PM,   64.0 °F ,   26.1 °F ,24%,   30.15 in ,   10.0 mi ,East,   5.8 mph ,Clear
2/7/2018,11:53 PM,   59.0 °F ,   28.0 °F ,31%,   30.15 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,12:53 AM,   55.0 °F ,   30.0 °F ,38%,   30.15 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,1:53 AM,   55.0 °F ,   28.0 °F ,35%,   30.13 in ,   10.0 mi ,North,   3.5 mph ,Clear
2/8/2018,2:53 AM,   54.0 °F ,   27.0 °F ,35%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,3:53 AM,   53.1 °F ,   27.0 °F ,37%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,4:53 AM,   52.0 °F ,   26.1 °F ,37%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,5:53 AM,   48.0 °F ,   27.0 °F ,44%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,6:53 AM,   51.1 °F ,   26.1 °F ,38%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,7:53 AM,   59.0 °F ,   28.9 °F ,32%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,8:53 AM,   68.0 °F ,   27.0 °F ,21%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,9:53 AM,   73.0 °F ,   21.0 °F ,14%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,10:53 AM,   75.9 °F ,   21.0 °F ,13%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,11:53 AM,   79.0 °F ,   23.0 °F ,13%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,12:53 PM,   80.1 °F ,   30.0 °F ,16%,   30.04 in ,   10.0 mi ,West,   8.1 mph ,Clear
2/8/2018,1:53 PM,   80.1 °F ,   28.9 °F ,15%,   30.01 in ,   10.0 mi ,WNW,   6.9 mph ,Clear
2/8/2018,2:53 PM,   77.0 °F ,   35.1 °F ,22%,   30.00 in ,   10.0 mi ,NNW,   12.7 mph ,Clear
2/8/2018,3:53 PM,   73.0 °F ,   30.0 °F ,20%,   29.99 in ,   10.0 mi ,NW,   13.8 mph ,Clear
2/8/2018,4:53 PM,   71.1 °F ,   37.9 °F ,30%,   29.99 in ,   10.0 mi ,NW,   9.2 mph ,Clear
2/8/2018,5:53 PM,   68.0 °F ,   30.9 °F ,25%,   30.00 in ,   10.0 mi ,NW,   6.9 mph ,Clear
2/8/2018,6:53 PM,   66.9 °F ,   28.9 °F ,24%,   30.01 in ,   10.0 mi ,North,   3.5 mph ,Clear
2/8/2018,7:53 PM,   63.0 °F ,   30.0 °F ,29%,   30.02 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,8:53 PM,   59.0 °F ,   30.9 °F ,35%,   30.02 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/8/2018,9:53 PM,   60.1 °F ,   30.0 °F ,32%,   30.03 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,10:53 PM,   57.0 °F ,   39.0 °F ,51%,   30.03 in ,   10.0 mi ,Calm,Calm,Clear
2/8/2018,11:53 PM,   54.0 °F ,   44.1 °F ,69%,   30.01 in ,   9.0 mi ,ESE,   3.5 mph ,Clear
2/9/2018,12:53 AM,   54.0 °F ,   45.0 °F ,72%,   30.01 in ,   9.0 mi ,Calm,Calm,Clear
2/9/2018,1:53 AM,   51.1 °F ,   44.1 °F ,77%,   30.01 in ,   8.0 mi ,ESE,   3.5 mph ,Clear
2/9/2018,2:53 AM,   54.0 °F ,   46.9 °F ,77%,   30.00 in ,   8.0 mi ,SE,   3.5 mph ,Clear
2/9/2018,3:53 AM,   50.0 °F ,   43.0 °F ,77%,   30.01 in ,   10.0 mi ,Calm,Calm,Clear
2/9/2018,4:53 AM,   46.9 °F ,   39.0 °F ,74%,   30.01 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/9/2018,5:53 AM,   48.9 °F ,   39.0 °F ,69%,   30.01 in ,   10.0 mi ,Calm,Calm,Clear
2/9/2018,6:36 AM,   48.0 °F ,   37.9 °F ,68%,   30.02 in ,   10.0 mi ,SE,   4.6 mph ,Overcast
2/9/2018,6:43 AM,   48.9 °F ,   42.1 °F ,77%,   30.02 in ,   2.0 mi ,SSE,   5.8 mph ,Overcast
2/9/2018,6:49 AM,   51.8 °F ,   46.4 °F ,82%,   30.02 in ,   5.0 mi ,SSE,   5.8 mph ,Haze
2/9/2018,6:53 AM,   51.1 °F ,   46.0 °F ,83%,   30.02 in ,   6.0 mi ,SE,   4.6 mph ,Haze
2/9/2018,7:00 AM,   50.0 °F ,   45.0 °F ,83%,   30.03 in ,   7.0 mi ,SSE,   3.5 mph ,Mostly Cloudy
2/9/2018,7:08 AM,   50.0 °F ,   46.9 °F ,89%,   30.03 in ,   1.2 mi ,SE,   3.5 mph ,Overcast
2/9/2018,7:12 AM,   50.0 °F ,   48.9 °F ,96%,   30.03 in ,   0.2 mi ,SE,   3.5 mph ,Fog
2/9/2018,7:20 AM,   50.0 °F ,   48.9 °F ,96%,   30.03 in ,   1.0 mi ,Calm,Calm,Overcast
2/9/2018,7:30 AM,   51.1 °F ,   48.9 °F ,92%,   30.03 in ,   2.5 mi ,SSE,   4.6 mph ,Overcast
2/9/2018,7:38 AM,   52.0 °F ,   48.9 °F ,89%,   30.03 in ,   3.0 mi ,South,   3.5 mph ,Scattered Clouds
2/9/2018,7:51 AM,   51.8 °F ,   48.2 °F ,88%,   30.03 in ,   0.2 mi ,South,   4.6 mph ,Fog
2/9/2018,7:53 AM,   51.1 °F ,   48.9 °F ,92%,   30.03 in ,   0.2 mi ,South,   4.6 mph ,Fog
2/9/2018,8:53 AM,   53.1 °F ,   53.1 °F ,100%,   30.04 in ,   0.2 mi ,South,   3.5 mph ,Fog
2/9/2018,9:19 AM,   54.0 °F ,   53.1 °F ,97%,   30.04 in ,   1.0 mi ,Calm,Calm,Overcast
2/9/2018,9:28 AM,   54.0 °F ,   53.1 °F ,97%,   30.04 in ,   3.0 mi ,SE,   3.5 mph ,Scattered Clouds
2/9/2018,9:53 AM,   59.0 °F ,   52.0 °F ,78%,   30.04 in ,   4.0 mi ,Calm,Calm,Haze
2/9/2018,10:53 AM,   66.0 °F ,   51.1 °F ,59%,   30.03 in ,   7.0 mi ,SW,   4.6 mph ,Clear
2/9/2018,11:53 AM,   68.0 °F ,   50.0 °F ,52%,   30.00 in ,   9.0 mi ,SSW,   6.9 mph ,Clear
2/9/2018,12:53 PM,   66.9 °F ,   46.9 °F ,49%,   29.97 in ,   10.0 mi ,South,   8.1 mph ,Clear
2/9/2018,1:53 PM,   69.1 °F ,   48.0 °F ,47%,   29.94 in ,   10.0 mi ,SSW,   8.1 mph ,Clear
2/9/2018,2:53 PM,   68.0 °F ,   48.0 °F ,49%,   29.94 in ,   10.0 mi ,WSW,   8.1 mph ,Clear
2/9/2018,3:53 PM,   64.9 °F ,   51.1 °F ,61%,   29.93 in ,   10.0 mi ,South,   5.8 mph ,Clear
2/9/2018,4:53 PM,   63.0 °F ,   52.0 °F ,67%,   29.93 in ,   10.0 mi ,SSW,   5.8 mph ,Clear
2/9/2018,5:53 PM,   59.0 °F ,   53.1 °F ,81%,   29.94 in ,   10.0 mi ,South,   4.6 mph ,Clear
2/9/2018,6:53 PM,   57.0 °F ,   53.1 °F ,87%,   29.96 in ,   8.0 mi ,South,   3.5 mph ,Clear
2/9/2018,7:53 PM,   55.9 °F ,   53.1 °F ,90%,   29.95 in ,   6.0 mi ,South,   3.5 mph ,Clear
2/9/2018,8:09 PM,   55.9 °F ,   53.1 °F ,90%,   29.96 in ,   5.0 mi ,South,   3.5 mph ,Scattered Clouds
2/9/2018,8:22 PM,   55.9 °F ,   54.0 °F ,93%,   29.96 in ,   4.0 mi ,South,   5.8 mph ,Mostly Cloudy
2/9/2018,8:41 PM,   55.9 °F ,   54.0 °F ,93%,   29.96 in ,   3.0 mi ,SSE,   6.9 mph ,Overcast
2/9/2018,8:53 PM,   55.9 °F ,   54.0 °F ,93%,   29.96 in ,   4.0 mi ,SSE,   4.6 mph ,Overcast
2/9/2018,9:53 PM,   57.0 °F ,   54.0 °F ,89%,   29.96 in ,   4.0 mi ,South,   5.8 mph ,Overcast
2/9/2018,10:53 PM,   57.0 °F ,   54.0 °F ,89%,   29.97 in ,   4.0 mi ,SSW,   5.8 mph ,Overcast
2/9/2018,11:53 PM,   57.0 °F ,   52.0 °F ,83%,   29.97 in ,   10.0 mi ,South,   6.9 mph ,Overcast
2/10/2018,12:00 AM,   57.0 °F ,   52.0 °F ,83%,   29.97 in ,   10.0 mi ,South,   8.1 mph ,Overcast
2/10/2018,12:53 AM,   57.0 °F ,   52.0 °F ,83%,   29.95 in ,   10.0 mi ,South,   8.1 mph ,Overcast
2/10/2018,1:53 AM,   57.0 °F ,   52.0 °F ,83%,   29.93 in ,   6.0 mi ,South,   9.2 mph ,Haze
2/10/2018,2:53 AM,   55.9 °F ,   51.1 °F ,84%,   29.93 in ,   6.0 mi ,SSE,   4.6 mph ,Haze
2/10/2018,3:53 AM,   55.9 °F ,   51.1 °F ,84%,   29.92 in ,   7.0 mi ,South,   4.6 mph ,Overcast
2/10/2018,4:51 AM,   55.4 °F ,   51.8 °F ,88%,   29.92 in ,   6.0 mi ,ESE,   5.8 mph ,Haze
